Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,iteration,fold,Accuracy,group
0.6593406593406593,0.4508670520231214,0.3870967741935484,0.7155963302752293,0.3870967741935484,0.6593406593406593,0.48780487804878053,0.3446969696969697,0.22727272727272727,0.5871212121212122,0.5551038556818904,2,2,0.5227272727272727,2
0.14,0.9672897196261683,0.5000000000000004,0.8280000000000001,0.5,0.14,0.21875000000000003,0.1893939393939394,0.026515151515151516,0.05303030303030303,0.5536448598130841,2,2,0.8106060606060606,3
0,0.9960159362549801,0,0.9505703422053232,0,0,NA,0.04924242424242424,0,0.003787878787878788,0.49800796812749004,2,2,0.946969696969697,4
0,1,NA,0.9848484848484849,NA,0,NA,0.015151515151515152,0,0,0.5,2,2,0.9848484848484849,5
0,1,NA,0.8295454545454546,NA,0,NA,0.17045454545454544,0,0,0.5,2,3,0.8295454545454546,0
0.3333333333333333,0.6618357487922706,0.21348314606741575,0.7828571428571429,0.21348314606741572,0.3333333333333333,0.2602739726027397,0.2159090909090909,0.07196969696969698,0.3371212121212121,0.4975845410628019,2,3,0.5909090909090908,1
0.6276595744680851,0.4176470588235294,0.3734177215189874,0.6698113207547169,0.37341772151898733,0.6276595744680851,0.46825396825396826,0.3560606060606061,0.22348484848484848,0.5984848484848485,0.5226533166458073,2,3,0.49242424242424243,2
0.11538461538461539,0.9528301886792453,0.3750000000000001,0.8145161290322581,0.375,0.11538461538461539,0.1764705882352941,0.19696969696969696,0.022727272727272728,0.06060606060606061,0.5341074020319303,2,3,0.7878787878787878,3
0,0.996031746031746,0,0.9543726235741445,0,0,NA,0.045454545454545456,0,0.003787878787878788,0.498015873015873,2,3,0.9507575757575758,4
0,1,NA,0.9848484848484849,NA,0,NA,0.015151515151515152,0,0,0.5,2,3,0.9848484848484849,5
0,1,NA,0.8376383763837638,NA,0,NA,0.16236162361623616,0,0,0.5,2,4,0.8376383763837638,0
0.3684210526315789,0.677570093457944,0.23333333333333334,0.8011049723756907,0.23333333333333334,0.3684210526315789,0.2857142857142857,0.21033210332103322,0.07749077490774908,0.33210332103321033,0.5229955730447614,2,4,0.6125461254612545,1
0.6761904761904762,0.4578313253012048,0.44099378881987583,0.6909090909090908,0.4409937888198758,0.6761904761904762,0.5338345864661654,0.3874538745387454,0.26199261992619927,0.5940959409594095,0.5670109007458405,2,4,0.5424354243542435,2
0.1836734693877551,0.9504504504504504,0.4499999999999998,0.8406374501992032,0.45,0.1836734693877551,0.2608695652173913,0.18081180811808117,0.033210332103321034,0.07380073800738007,0.5670619599191028,2,4,0.8118081180811808,3
0,1,NA,0.9520295202952029,NA,0,NA,0.04797047970479705,0,0,0.5,2,4,0.9520295202952029,4
0,1,NA,0.988929889298893,NA,0,NA,0.01107011070110701,0,0,0.5,2,4,0.988929889298893,5
0,1,NA,0.8489208633093526,NA,0,NA,0.1510791366906475,0,0,0.5,2,5,0.8489208633093526,0
0.3939393939393939,0.6981132075471698,0.2888888888888888,0.7872340425531915,0.28888888888888886,0.3939393939393939,0.3333333333333333,0.23741007194244604,0.09352517985611511,0.3237410071942446,0.5460263007432818,2,5,0.6258992805755396,1
0.6633663366336634,0.423728813559322,0.3964497041420118,0.6880733944954128,0.39644970414201186,0.6633663366336634,0.49629629629629624,0.36330935251798563,0.24100719424460432,0.6079136690647482,0.5435475750964927,2,5,0.5107913669064749,2
0.18181818181818182,0.9641255605381166,0.5555555555555557,0.8269230769230769,0.5555555555555556,0.18181818181818182,0.273972602739726,0.19784172661870503,0.03597122302158273,0.06474820143884892,0.5729718711781492,2,5,0.8093525179856115,3
0,0.9962546816479401,0,0.9602888086642599,0,0,NA,0.039568345323741004,0,0.0035971223021582736,0.49812734082397003,2,5,0.9568345323741008,4
0,1,NA,0.9892086330935251,NA,0,NA,0.01079136690647482,0,0,0.5,2,5,0.9892086330935251,5
0,1,NA,0.835820895522388,NA,0,NA,0.16417910447761194,0,0,0.5,3,1,0.835820895522388,0
0.35,0.6634615384615384,0.23076923076923075,0.7796610169491526,0.23076923076923078,0.35,0.27814569536423844,0.22388059701492538,0.07835820895522388,0.33955223880597013,0.5067307692307692,3,1,0.5932835820895523,1
0.65625,0.47093023255813954,0.409090909090909,0.7105263157894738,0.4090909090909091,0.65625,0.504,0.3582089552238806,0.23507462686567165,0.5746268656716418,0.5635901162790697,3,1,0.5373134328358209,2
0.21153846153846154,0.9490740740740741,0.5,0.8333333333333333,0.5,0.21153846153846154,0.29729729729729726,0.19402985074626866,0.041044776119402986,0.08208955223880597,0.5803062678062678,3,1,0.8059701492537313,3
0,0.996078431372549,0,0.951310861423221,0,0,NA,0.048507462686567165,0,0.0037313432835820895,0.4980392156862745,3,1,0.9477611940298508,4
0,1,NA,0.9888059701492538,NA,0,NA,0.011194029850746268,0,0,0.5,3,1,0.9888059701492538,5
0,1,NA,0.8285714285714285,NA,0,NA,0.17142857142857143,0,0,0.5,3,2,0.8285714285714285,0
0.3968253968253968,0.663594470046083,0.25510204081632654,0.7912087912087912,0.25510204081632654,0.3968253968253968,0.3105590062111801,0.225,0.08928571428571429,0.35,0.5302099334357399,3,2,0.6035714285714286,1
0.7040816326530612,0.5,0.43125,0.7583333333333333,0.43125,0.7040816326530612,0.5348837209302325,0.35,0.24642857142857144,0.5714285714285714,0.6020408163265306,3,2,0.5714285714285714,2
0.22807017543859648,0.9641255605381166,0.6190476190476191,0.8301158301158301,0.6190476190476191,0.22807017543859648,0.3333333333333333,0.20357142857142857,0.04642857142857143,0.075,0.5960978679883565,3,2,0.8142857142857143,3
0,0.9962962962962963,0,0.96415770609319,0,0,NA,0.03571428571428571,0,0.0035714285714285713,0.4981481481481482,3,2,0.9607142857142857,4
0,1,NA,0.9857142857142858,NA,0,NA,0.014285714285714285,0,0,0.5,3,2,0.9857142857142858,5
0,1,NA,0.8148148148148149,NA,0,NA,0.18518518518518517,0,0,0.5,3,3,0.8148148148148149,0
0.423728813559322,0.6492890995260664,0.25252525252525254,0.8011695906432749,0.25252525252525254,0.423728813559322,0.3164556962025316,0.21851851851851853,0.09259259259259259,0.36666666666666664,0.5365089565426941,3,3,0.6,1
0.6736842105263158,0.5142857142857142,0.4295302013422819,0.743801652892562,0.42953020134228187,0.6736842105263158,0.5245901639344263,0.35185185185185186,0.23703703703703705,0.5518518518518518,0.593984962406015,3,3,0.5703703703703704,2
0.22448979591836735,0.9547511312217195,0.5238095238095241,0.8473895582329317,0.5238095238095238,0.22448979591836735,0.3142857142857143,0.1814814814814815,0.040740740740740744,0.07777777777777778,0.5896204635700434,3,3,0.8222222222222223,3
0,0.99609375,0,0.9479553903345725,0,0,NA,0.05185185185185185,0,0.003703703703703704,0.498046875,3,3,0.9444444444444445,4
0,1,NA,0.9888888888888889,NA,0,NA,0.011111111111111112,0,0,0.5,3,3,0.9888888888888889,5
0,1,NA,0.850187265917603,NA,0,NA,0.149812734082397,0,0,0.5,3,4,0.850187265917603,0
0.3968253968253968,0.6519607843137255,0.26041666666666663,0.7777777777777778,0.2604166666666667,0.3968253968253968,0.31446540880503143,0.23595505617977527,0.09363295880149813,0.3595505617977528,0.5243930905695612,3,4,0.5917602996254682,1
0.63,0.49101796407185627,0.4256756756756757,0.6890756302521008,0.42567567567567566,0.63,0.5080645161290323,0.37453183520599254,0.23595505617977527,0.5543071161048689,0.5605089820359281,3,4,0.5430711610486891,2
0.18,0.9400921658986175,0.4090909090909092,0.8326530612244898,0.4090909090909091,0.18,0.25,0.18726591760299627,0.033707865168539325,0.08239700374531835,0.5600460829493088,3,4,0.797752808988764,3
0,0.996078431372549,0,0.9548872180451128,0,0,NA,0.0449438202247191,0,0.003745318352059925,0.4980392156862745,3,4,0.951310861423221,4
0,1,NA,0.9925093632958801,NA,0,NA,0.00749063670411985,0,0,0.5,3,4,0.9925093632958801,5
0,1,NA,0.8426966292134832,NA,0,NA,0.15730337078651685,0,0,0.5,3,5,0.8426966292134832,0
0.38095238095238093,0.6470588235294118,0.25,0.7719298245614035,0.25,0.38095238095238093,0.3018867924528302,0.23595505617977527,0.0898876404494382,0.3595505617977528,0.5140056022408963,3,5,0.5842696629213483,1
0.6421052631578947,0.5116279069767442,0.42068965517241375,0.7213114754098361,0.4206896551724138,0.6421052631578947,0.5083333333333333,0.35580524344569286,0.22846441947565543,0.5430711610486891,0.5768665850673195,3,5,0.5580524344569289,2
0.23076923076923078,0.9348837209302325,0.4615384615384615,0.8340248962655601,0.46153846153846156,0.23076923076923078,0.30769230769230776,0.1947565543071161,0.0449438202247191,0.09737827715355805,0.5828264758497317,3,5,0.797752808988764,3
0,1,NA,0.9588014981273408,NA,0,NA,0.04119850187265917,0,0,0.5,3,5,0.9588014981273408,4
0,1,NA,0.9850187265917603,NA,0,NA,0.0149812734082397,0,0,0.5,3,5,0.9850187265917603,5
0,1,NA,0.8365758754863813,NA,0,NA,0.16342412451361868,0,0,0.5,4,1,0.8365758754863813,0
0.3333333333333333,0.6802030456852792,0.24096385542168677,0.7701149425287357,0.24096385542168675,0.3333333333333333,0.2797202797202797,0.23346303501945526,0.07782101167315175,0.3229571984435798,0.5067681895093062,4,1,0.5992217898832686,1
0.6777777777777778,0.4431137724550898,0.396103896103896,0.7184466019417476,0.3961038961038961,0.6777777777777778,0.5000000000000001,0.35019455252918286,0.23735408560311283,0.5992217898832685,0.5604457751164338,4,1,0.5252918287937743,2
0.19607843137254902,0.9563106796116505,0.5263157894736843,0.8277310924369748,0.5263157894736842,0.19607843137254902,0.2857142857142857,0.19844357976653695,0.038910505836575876,0.07392996108949416,0.5761945554920997,4,1,0.8054474708171206,3
0,0.9959183673469387,0,0.953125,0,0,NA,0.04669260700389105,0,0.0038910505836575876,0.49795918367346936,4,1,0.9494163424124512,4
0,1,NA,0.9922178988326849,NA,0,NA,0.007782101167315175,0,0,0.5,4,1,0.9922178988326849,5
0,1,NA,0.83032490974729245,NA,0,NA,0.16967509025270758,0,0,0.5,4,2,0.83032490974729245,0
0.36363636363636365,0.6666666666666666,0.21276595744680848,0.8087431693989071,0.2127659574468085,0.36363636363636365,0.2684563758389262,0.19855595667870035,0.07220216606498195,0.33935018050541516,0.5151515151515151,4,2,0.6064981949458484,1
0.696078431372549,0.4742857142857143,0.4355828220858896,0.7280701754385964,0.43558282208588955,0.696078431372549,0.5358490566037736,0.36823104693140796,0.2563176895306859,0.5884476534296029,0.5851820728291317,4,2,0.5559566787003609,2
0.1896551724137931,0.9634703196347032,0.5789473684210527,0.8178294573643411,0.5789473684210527,0.1896551724137931,0.2857142857142857,0.20938628158844766,0.039711191335740074,0.06859205776173286,0.5765627460242482,4,2,0.8014440433212997,3
0,0.9962406015037594,0,0.9601449275362318,0,0,NA,0.039711191335740074,0,0.0036101083032490976,0.4981203007518797,4,2,0.9566787003610108,4
0,1,NA,0.9855595667870036,NA,0,NA,0.01444043321299639,0,0,0.5,4,2,0.9855595667870036,5
0,1,NA,0.8307692307692307,NA,0,NA,0.16923076923076924,0,0,0.5,4,3,0.8307692307692307,0
0.3548387096774194,0.6565656565656566,0.24444444444444446,0.7647058823529411,0.24444444444444444,0.3548387096774194,0.2894736842105263,0.23846153846153847,0.08461538461538462,0.34615384615384615,0.505702183121538,4,3,0.5846153846153846,1
0.6483516483516484,0.4556213017751479,0.390728476821192,0.706422018348624,0.39072847682119205,0.6483516483516484,0.48760330578512406,0.35,0.22692307692307692,0.5807692307692308,0.5519864750633982,4,3,0.5230769230769231,2
0.2553191489361702,0.971830985915493,0.666666666666667,0.8553719008264463,0.6666666666666666,0.2553191489361702,0.36923076923076914,0.18076923076923077,0.046153846153846156,0.06923076923076923,0.6135750674258316,4,3,0.8423076923076923,3
0,0.9959677419354839,0,0.9536679536679536,0,0,NA,0.046153846153846156,0,0.0038461538461538464,0.49798387096774194,4,3,0.95,4
0,1,NA,0.9846153846153847,NA,0,NA,0.015384615384615385,0,0,0.5,4,3,0.9846153846153847,5
0,1,NA,0.8368794326241135,NA,0,NA,0.16312056737588654,0,0,0.5,4,4,0.8368794326241135,0
0.3561643835616438,0.6267942583732058,0.25,0.7359550561797753,0.25,0.3561643835616438,0.2937853107344633,0.25886524822695034,0.09219858156028368,0.36879432624113473,0.4914793209674248,4,4,0.5567375886524824,1
0.6494845360824743,0.4702702702702703,0.391304347826087,0.7190082644628099,0.391304347826087,0.6494845360824743,0.48837209302325585,0.34397163120567376,0.22340425531914893,0.5709219858156028,0.5598774031763722,4,4,0.5319148936170213,2
0.2,0.9698275862068966,0.5882352941176473,0.8490566037735849,0.5882352941176471,0.2,0.29850746268656714,0.1773049645390071,0.03546099290780142,0.06028368794326241,0.5849137931034483,4,4,0.8333333333333334,3
0,1,NA,0.9539007092198581,NA,0,NA,0.04609929078014184,0,0,0.5,4,4,0.9539007092198581,4
0,1,NA,0.9893617021276596,NA,0,NA,0.010638297872340425,0,0,0.5,4,4,0.9893617021276596,5
0,1,NA,0.8369565217391304,NA,0,NA,0.16304347826086957,0,0,0.5,4,5,0.8369565217391304,0
0.41379310344827586,0.6651376146788991,0.24742268041237117,0.8100558659217877,0.24742268041237114,0.41379310344827586,0.3096774193548387,0.21014492753623187,0.08695652173913043,0.35144927536231885,0.5394653590635875,4,5,0.6123188405797102,1
0.6730769230769231,0.48255813953488375,0.44025157232704404,0.7094017094017094,0.44025157232704404,0.6730769230769231,0.532319391634981,0.37681159420289856,0.2536231884057971,0.5760869565217391,0.5778175313059034,4,5,0.5543478260869565,2
0.16666666666666666,0.954954954954955,0.4736842105263159,0.8249027237354085,0.47368421052631576,0.16666666666666666,0.2465753424657534,0.1956521739130435,0.03260869565217391,0.06884057971014493,0.5608108108108109,4,5,0.8007246376811595,3
0,0.9962121212121212,0,0.9563636363636364,0,0,NA,0.043478260869565216,0,0.0036231884057971015,0.4981060606060606,4,5,0.9528985507246377,4
0,1,NA,0.9891304347826086,NA,0,NA,0.010869565217391304,0,0,0.5,4,5,0.9891304347826086,5
0,1,NA,0.8296296296296296,NA,0,NA,0.17037037037037037,0,0,0.5,5,1,0.8296296296296296,0
0.3870967741935484,0.6634615384615384,0.2553191489361702,0.7840909090909091,0.2553191489361702,0.3870967741935484,0.30769230769230765,0.22962962962962963,0.08888888888888889,0.34814814814814815,0.5252791563275434,5,1,0.6,1
0.6082474226804123,0.44508670520231214,0.3806451612903226,0.6695652173913043,0.38064516129032255,0.6082474226804123,0.4682539682539682,0.3592592592592593,0.21851851851851853,0.5740740740740741,0.5266670639413622,5,1,0.5037037037037037,2
0.12,0.9363636363636364,0.3000000000000001,0.824,0.3,0.12,0.17142857142857143,0.18518518518518517,0.022222222222222223,0.07407407407407407,0.5281818181818182,5,1,0.7851851851851853,3
0,0.9961389961389961,0,0.9591078066914498,0,0,NA,0.040740740740740744,0,0.003703703703703704,0.4980694980694981,5,1,0.9555555555555556,4
0,1,NA,0.9851851851851852,NA,0,NA,0.014814814814814815,0,0,0.5,5,1,0.9851851851851852,5
0,1,NA,0.825925925925926,NA,0,NA,0.17407407407407408,0,0,0.5,5,2,0.825925925925926,0
0.373134328358209,0.6748768472906403,0.2747252747252747,0.7653631284916201,0.27472527472527475,0.373134328358209,0.3164556962025316,0.24814814814814815,0.09259259259259259,0.337037037037037,0.5240055878244246,5,2,0.6,1
0.6739130434782609,0.42696629213483145,0.3780487804878049,0.71698113207547165,0.3780487804878049,0.6739130434782609,0.484375,0.34074074074074073,0.22962962962962963,0.6074074074074074,0.5504396678065462,5,2,0.5111111111111111,2
0.1,0.9590909090909091,0.3571428571428572,0.82421875,0.35714285714285715,0.1,0.15625,0.18518518518518517,0.018518518518518517,0.05185185185185185,0.5295454545454545,5,2,0.8,3
0,0.9961240310077519,0,0.9553903345724908,0,0,NA,0.044444444444444446,0,0.003703703703703704,0.49806201550387597,5,2,0.9518518518518518,4
0,1,NA,0.9925925925925926,NA,0,NA,0.007407407407407408,0,0,0.5,5,2,0.9925925925925926,5
0,1,NA,0.8446969696969697,NA,0,NA,0.1553030303030303,0,0,0.5,5,3,0.8446969696969697,0
0.3508771929824561,0.6811594202898551,0.23255813953488375,0.7921348314606742,0.23255813953488372,0.3508771929824561,0.27972027972027974,0.2159090909090909,0.07575757575757576,0.32575757575757575,0.5160183066361557,5,3,0.6098484848484849,1
0.6170212765957447,0.4235294117647059,0.37179487179487186,0.6666666666666666,0.3717948717948718,0.6170212765957447,0.464,0.3560606060606061,0.2196969696969697,0.5909090909090909,0.5202753441802253,5,3,0.49242424242424243,2
0.12962962962962962,0.9380952380952381,0.35,0.8073770491803278,0.35,0.12962962962962962,0.18918918918918917,0.20454545454545456,0.026515151515151516,0.07575757575757576,0.5338624338624338,5,3,0.7727272727272727,3
0,0.9919678714859438,0,0.9427480916030535,0,0,NA,0.056818181818181816,0,0.007575757575757576,0.4959839357429719,5,3,0.9356060606060607,4
0,1,NA,0.9886363636363636,NA,0,NA,0.011363636363636364,0,0,0.5,5,3,0.9886363636363636,5
0,1,NA,0.8472727272727273,NA,0,NA,0.15272727272727274,0,0,0.5,5,4,0.8472727272727273,0
0.3387096774193548,0.6948356807511737,0.24418604651162792,0.7830687830687831,0.2441860465116279,0.3387096774193548,0.2837837837837838,0.22545454545454546,0.07636363636363637,0.31272727272727274,0.5167726790852643,5,4,0.6145454545454545,1
0.6494845360824743,0.4157303370786517,0.377245508982036,0.6851851851851852,0.3772455089820359,0.6494845360824743,0.47727272727272735,0.3527272727272727,0.2290909090909091,0.6072727272727273,0.532607436580563,5,4,0.49818181818181817,2
0.13559322033898305,0.9444444444444444,0.39999999999999986,0.8,0.4,0.13559322033898305,0.20253164556962028,0.21454545454545454,0.02909090909090909,0.07272727272727272,0.5400188323917138,5,4,0.7709090909090908,3
0,0.9923954372623575,0,0.9560439560439561,0,0,NA,0.04363636363636364,0,0.007272727272727273,0.49619771863117873,5,4,0.9490909090909091,4
0,1,NA,0.9890909090909091,NA,0,NA,0.01090909090909091,0,0,0.5,5,4,0.9890909090909091,5
0,1,NA,0.8241758241758241,NA,0,NA,0.17582417582417584,0,0,0.5,5,5,0.8241758241758241,0
0.36666666666666664,0.6384976525821596,0.2222222222222222,0.7816091954022989,0.2222222222222222,0.36666666666666664,0.27672955974842767,0.21978021978021978,0.08058608058608059,0.3626373626373626,0.5025821596244131,5,5,0.5787545787545787,1
0.6346153846153846,0.4556213017751479,0.4177215189873418,0.6695652173913044,0.4177215189873418,0.6346153846153846,0.5038167938931297,0.38095238095238093,0.24175824175824176,0.5787545787545788,0.5451183431952662,5,5,0.5238095238095237,2
0.1276595744680851,0.9646017699115044,0.4285714285714282,0.8416988416988417,0.42857142857142855,0.1276595744680851,0.1967213114754098,0.17216117216117216,0.02197802197802198,0.05128205128205128,0.5461306721897947,5,5,0.8205128205128205,3
0,0.9923954372623575,0,0.96309963099631,0,0,NA,0.03663003663003663,0,0.007326007326007326,0.49619771863117873,5,5,0.9560439560439561,4
0,1,NA,0.9853479853479854,NA,0,NA,0.014652014652014652,0,0,0.5,5,5,0.9853479853479854,5
0,1,NA,0.8254545454545454,NA,0,NA,0.17454545454545456,0,0,0.5,6,1,0.8254545454545454,0
0.43548387096774194,0.6431924882629108,0.2621359223300971,0.7965116279069767,0.2621359223300971,0.43548387096774194,0.3272727272727273,0.22545454545454546,0.09818181818181818,0.37454545454545457,0.5393381796153264,6,1,0.5963636363636363,1
0.6020408163265306,0.4745762711864407,0.3881578947368422,0.6829268292682926,0.3881578947368421,0.6020408163265306,0.472,0.3563636363636364,0.21454545454545454,0.5527272727272727,0.5383085437564856,6,1,0.52,2
0.17307692307692307,0.9551569506726457,0.4736842105263157,0.83203125,0.47368421052631576,0.17307692307692307,0.2535211267605634,0.1890909090909091,0.03272727272727273,0.06909090909090909,0.5641169368747844,6,1,0.8072727272727273,3
0,0.9962121212121212,0,0.9598540145985401,0,0,NA,0.04,0,0.0036363636363636364,0.4981060606060606,6,1,0.9563636363636363,4
0,1,NA,0.9854545454545455,NA,0,NA,0.014545454545454545,0,0,0.5,6,1,0.9854545454545455,5
0,1,NA,0.8345070422535211,NA,0,NA,0.16549295774647887,0,0,0.5,6,2,0.8345070422535211,0
0.421875,0.65,0.25961538461538464,0.7944444444444444,0.25961538461538464,0.421875,0.32142857142857145,0.22535211267605634,0.09507042253521127,0.36619718309859156,0.5359375,6,2,0.5985915492957746,1
0.5631067961165048,0.4585635359116022,0.37179487179487186,0.6484374999999999,0.3717948717948718,0.5631067961165048,0.44787644787644787,0.3626760563380282,0.20422535211267606,0.5492957746478874,0.5108351660140535,6,2,0.49647887323943657,2
0.19642857142857142,0.9473684210526315,0.4782608695652171,0.8275862068965517,0.4782608695652174,0.19642857142857142,0.27848101265822783,0.19718309859154928,0.03873239436619718,0.08098591549295775,0.5718984962406015,6,2,0.7992957746478873,3
0,0.9963235294117647,0,0.9575971731448762,0,0,NA,0.04225352112676056,0,0.0035211267605633804,0.49816176470588236,6,2,0.9542253521126761,4
0,1,NA,0.9929577464788732,NA,0,NA,0.007042253521126761,0,0,0.5,6,2,0.9929577464788732,5
0,1,NA,0.8171641791044776,NA,0,NA,0.1828358208955224,0,0,0.5,6,3,0.8171641791044776,0
