R2_conditional,R2_marginal
0.13641625491919251,0.12165406837766073
0.1409318333085774,0.12121886964085918
0.13357791028332183,0.12161423852586149
0.13402857695222678,0.12072621911531208
0.1532576612573967,0.13384818391824146
0.13005812569526073,0.11880009394628166
0.14247676830100403,0.1246444864784392
0.1397795494851282,0.12009039702344528
0.14515344036735978,0.12407260817833518
0.15127038064210124,0.1320198825283456
