coef,X.Intercept.,SexM,totalag_60,mix_15_100,laggedBMI_30
param_est,0.26602765985217613,0.4427388562456234,-0.029144636594665416,0.6484261202959205,0.19632680718148104
std_error,0.1814158831139938,0.18480381029205,0.1058985361037625,0.22483288881274352,0.12349709840228164
2.5CI,-0.08606370335358955,0.08097138488854816,-0.2346049830906325,0.20983672441158815,-0.04321302891658729
97.5CI,0.6250734909003223,0.8053890096449291,0.18050965046714565,1.0911654536377395,0.44088670121075474
P-value,1.6676900970961765e-5,6.042619998893127e-11,0.024294722961828517,2.4932919273266894e-7,8.638784511446461e-6
