Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,iteration,fold
0.9411764705882353,0,0.906230236163031,0.9660070034785438,0.9411764705882353,0.5659928135709409,1.7683457040160774e-4,1,1
0.9363295880149812,0,0.9000128830127742,0.9624755475318274,0.9363295880149812,0.5640576416960601,1.0421194515808913e-4,1,2
0.9323843416370107,0,0.8964216010713016,0.9588031936802672,0.9323843416370107,0.5606446126419491,3.635795520299535e-5,1,3
0.918918918918919,0,0.8787287831919065,0.9491098544191178,0.918918918918919,0.5577376285390762,1.2749674921097083e-5,1,4
0.9304029304029304,0,0.8934472535714132,0.9575808451616364,0.9304029304029304,0.5606469094297097,3.635795520299535e-5,1,5
0.9274809160305344,0,0.889067299346728,0.9557766149630883,0.9274809160305344,0.5606504315063086,3.635795520299535e-5,2,1
0.933852140077821,0,0.8962015935899258,0.9609974421017451,0.933852140077821,0.5640604956166058,1.0421194515808913e-4,2,2
0.9390681003584229,0,0.9042327195042295,0.9641078021712904,0.9390681003584229,0.564054626403157,1.0421194515808913e-4,2,3
0.9347826086956522,0,0.8988849111178622,0.9608933338663553,0.9347826086956522,0.5622804653590602,6.1510890352728e-5,2,4
0.9244604316546763,0,0.8868462226807333,0.9526338295850278,0.9244604316546763,0.5577305405553037,1.2749674921097083e-5,2,5
0.9372693726937269,0,0.9014601991151957,0.9630358840073071,0.9372693726937269,0.5640565904940957,1.0421194515808913e-4,3,1
0.9169811320754717,0,0.8770056672913534,0.9472417412513672,0.9169811320754717,0.5564282599364051,7.562306614504696e-6,3,2
0.9288256227758007,0,0.8922153735301431,0.9559855778254123,0.9288256227758007,0.5591329459830472,2.1517864378120198e-5,3,3
0.940959409594096,0,0.905890738107001,0.965880164442012,0.940959409594096,0.5659930452781665,1.7683457040160774e-4,3,4
0.9356060606060606,0,0.8988991977228704,0.962044016629421,0.9356060606060606,0.5640584627442242,1.0421194515808913e-4,3,5
0.9458483754512635,0,0.9122570877550268,0.9693785384861326,0.9458483754512635,0.5681160355134607,3.005976074404509e-4,4,1
0.9198606271777003,0,0.8821774101804527,0.9485215864964661,0.9198606271777003,0.5551981384378409,4.4897844986386324e-6,4,2
0.9277566539923955,0,0.8894802930018514,0.9559469548816629,0.9277566539923955,0.5606500922355919,3.635795520299535e-5,4,3
0.9318181818181818,0,0.8943820533600021,0.9590935664374711,0.9318181818181818,0.5622838863581615,6.1510890352728e-5,4,4
0.9348659003831418,0,0.8977604359356716,0.9616024433868238,0.9348659003831418,0.564059313264216,1.0421194515808913e-4,4,5
0.9357142857142857,0,0.9003017759319473,0.9614585662787909,0.9357142857142857,0.5622794248672438,6.1510890352728e-5,5,1
0.9285714285714286,0,0.8918381269306457,0.9558263964075002,0.9285714285714286,0.5591332458214646,2.1517864378120198e-5,5,2
0.9230769230769231,0,0.8836972582903571,0.9523820661177429,0.9230769230769231,0.5591400200483527,2.1517864378120198e-5,5,3
0.9372693726937269,0,0.9014601991151957,0.9630358840073071,0.9372693726937269,0.5640565904940957,1.0421194515808913e-4,5,4
0.9348659003831418,0,0.8977604359356716,0.9616024433868238,0.9348659003831418,0.564059313264216,1.0421194515808913e-4,5,5
0.9528985507246377,0,0.9208017984598637,0.9746853861542619,0.9528985507246377,0.5730658884819471,8.74087211298475e-4,6,1
0.9126984126984127,0,0.8708079989662126,0.9444790813255406,0.9126984126984127,0.5564341464324959,7.562306614504696e-6,6,2
0.9361702127659575,0,0.9009954282039898,0.9617350982543195,0.9361702127659575,0.5622789217068996,6.1510890352728e-5,6,3
0.9253731343283582,0,0.8870962816598809,0.953822317232408,0.9253731343283582,0.5591371206302637,2.1517864378120198e-5,6,4
0.9306569343065694,0,0.8938283507515277,0.9577375916370418,0.9306569343065694,0.5606466108771722,3.635795520299535e-5,6,5
0.9359430604982206,0,0.9006498122673345,0.9615973301555206,0.9359430604982206,0.5622791718981647,6.1510890352728e-5,7,1
0.9341085271317829,0,0.896595741492973,0.9611504730661808,0.9341085271317829,0.5640601946840512,1.0421194515808913e-4,7,2
0.9325842696629213,0,0.895544933204332,0.9595588647699546,0.9325842696629213,0.5622829861369012,6.1510890352728e-5,7,3
0.9296296296296296,0,0.8922873768300534,0.9571035496385633,0.9296296296296296,0.5606478258365328,3.635795520299535e-5,7,4
0.927536231884058,0,0.8903023725053654,0.9551779855671212,0.927536231884058,0.5591344792300568,2.1517864378120198e-5,7,5
0.9227941176470589,0,0.8844026852940188,0.9515749115708211,0.9227941176470589,0.5577326125049936,1.2749674921097083e-5,8,1
0.928030303030303,0,0.8898902246490752,0.9561159873415779,0.928030303030303,0.560649756961858,3.635795520299535e-5,8,2
0.9429657794676806,0,0.907674609609794,0.9677305371982333,0.9429657794676806,0.5681190166012625,3.005976074404509e-4,8,3
0.9422382671480144,0,0.9078916495236607,0.9666273094042317,0.9422382671480144,0.5659916935663697,1.7683457040160774e-4,8,4
0.9239130434782609,0,0.8860432633957978,0.9522860414977902,0.9239130434782609,0.5577312155930831,1.2749674921097083e-5,8,5
0.933579335793358,0,0.8970562014170561,0.9601630398136782,0.933579335793358,0.5622818336650592,6.1510890352728e-5,9,1
0.9242424242424242,0,0.8854219581867411,0.9531132517788237,0.9242424242424242,0.5591385360438355,2.1517864378120198e-5,9,2
0.945054945054945,0,0.9109948762254755,0.968925113612934,0.945054945054945,0.5681168392860401,3.005976074404509e-4,9,3
0.9272727272727272,0,0.8899115990141838,0.9550128969807963,0.9272727272727272,0.5591347963543756,2.1517864378120198e-5,9,4
